name,datetime,sunrise,sunset,temp,tempmax,tempmin,feelslike,humidity,windspeed,cloudcover,visibility,precipprob
Semenyih,30/1/2023,2023-01-30T07:26:09,2023-01-30T19:25:36,27,29.6,24.1,28.5,72.7,12.4,53.1,9.7,0
Semenyih,31/1/2023,2023-01-31T07:26:15,2023-01-31T19:25:49,27.2,31.1,24.5,28.5,73.7,13.1,53.5,10.1,0
Semenyih,1/2/2023,2023-02-01T07:26:20,2023-02-01T19:26:01,26.6,32.3,24,28,82.1,12.9,54.6,9.5,0
Semenyih,2/2/2023,2023-02-02T07:26:25,2023-02-02T19:26:13,26.3,31.3,24.3,27.9,87.3,13.1,58.2,9.1,100
Semenyih,3/2/2023,2023-02-03T07:26:28,2023-02-03T19:26:24,26.4,28.6,24.2,28.2,86.8,9.9,49.8,9.3,100
Semenyih,4/2/2023,2023-02-04T07:26:31,2023-02-04T19:26:34,27.4,32.3,24.3,29.5,78.1,11.1,48.1,9.4,100
Semenyih,5/2/2023,2023-02-05T07:26:33,2023-02-05T19:26:43,27.3,31.4,24.3,29.2,78.8,11.7,53.3,9.8,0
Semenyih,6/2/2023,2023-02-06T07:26:34,2023-02-06T19:26:52,24.7,26.6,22.6,24.7,88.1,11.9,56.8,9.2,100
Semenyih,7/2/2023,2023-02-07T07:26:34,2023-02-07T19:26:59,27.1,32,23.3,29.4,80.3,11.8,52.5,9.8,100
Semenyih,8/2/2023,2023-02-08T07:26:33,2023-02-08T19:27:06,28.1,33.3,24.9,30.6,77,14.6,55.4,9.6,100
Semenyih,9/2/2023,2023-02-09T07:26:32,2023-02-09T19:27:12,27.5,33,24,30.4,83.5,12.3,60.2,9,100
Semenyih,10/2/2023,2023-02-10T07:26:29,2023-02-10T19:27:18,28.1,31.8,24.7,31.2,80.2,13.6,54.1,9.7,100
Semenyih,11/2/2023,2023-02-11T07:26:26,2023-02-11T19:27:23,26.5,30,24.3,28,86.2,16.8,55.6,9.2,100
Semenyih,12/2/2023,2023-02-12T07:26:22,2023-02-12T19:27:27,26.4,32.3,23.9,28,86.1,9.3,54.5,8.5,100
Semenyih,13/2/2023,2023-02-13T07:26:17,2023-02-13T19:27:30,26.5,31.9,23,28.1,84.5,9.3,51.1,9.5,0
Semenyih,14/2/2023,2023-02-14T07:26:11,2023-02-14T19:27:32,26.5,30.9,24.3,28.1,84.1,11.6,55.1,8.9,100
Semenyih,15/2/2023,2023-02-15T07:26:05,2023-02-15T19:27:34,28,33.2,24,29.7,73,14.8,53.1,10,100
Semenyih,16/2/2023,2023-02-16T07:25:57,2023-02-16T19:27:35,27.8,33.4,22.7,28.8,67.9,15.4,46.6,10.2,100
Semenyih,17/2/2023,2023-02-17T07:25:49,2023-02-17T19:27:36,28.4,33,23.6,30.4,68.9,21.1,51.1,10.1,0
Semenyih,18/2/2023,2023-02-18T07:25:41,2023-02-18T19:27:35,28.2,33.8,25,30.4,73.4,11.2,49.1,9.6,0
Semenyih,19/2/2023,2023-02-19T07:25:31,2023-02-19T19:27:35,27.3,32.5,23.8,29,79.4,14.8,60.3,9.7,100
Semenyih,20/2/2023,2023-02-20T07:25:21,2023-02-20T19:27:33,27.2,32,23.9,28.8,79.9,11.2,57.7,9.6,100
Semenyih,21/2/2023,2023-02-21T07:25:10,2023-02-21T19:27:31,27.5,32.2,24.7,29.4,76.7,9.9,53.2,9.8,100
Semenyih,22/2/2023,2023-02-22T07:24:58,2023-02-22T19:27:28,27.7,32,25.1,29.7,74.1,8.7,50.7,10,100
Semenyih,23/2/2023,2023-02-23T07:24:46,2023-02-23T19:27:25,27.3,32,24.6,28.7,79.3,8.8,57.4,9.3,100
Semenyih,24/2/2023,2023-02-24T07:24:33,2023-02-24T19:27:21,27.5,32,24.8,29.5,78,10.5,51.8,9.4,100
Semenyih,25/2/2023,2023-02-25T07:24:20,2023-02-25T19:27:16,27.1,32.1,24.1,28.9,80.1,8.5,51.7,9.1,100
Semenyih,26/2/2023,2023-02-26T07:24:05,2023-02-26T19:27:11,28.2,33.6,24.2,29.4,63.8,24.1,51.4,10.1,0
Semenyih,27/2/2023,2023-02-27T07:23:51,2023-02-27T19:27:05,27.1,31,23.9,28.5,73.7,8.7,53.5,9.9,100
Semenyih,28/2/2023,2023-02-28T07:23:35,2023-02-28T19:26:59,26.3,30,23.8,27.5,83,12.4,53.6,9.2,100
Semenyih,1/3/2023,2023-03-01T07:23:20,2023-03-01T19:26:52,24.5,25.3,23.6,24.5,94,7.5,62.6,6.7,100
Semenyih,2/3/2023,2023-03-02T07:23:03,2023-03-02T19:26:45,25.6,29.7,23.1,26.8,86.2,10.5,57.2,8.8,100
Semenyih,3/3/2023,2023-03-03T07:22:46,2023-03-03T19:26:38,24.7,28.3,23.5,25,92.6,10.5,49.8,7.8,100
Semenyih,4/3/2023,2023-03-04T07:22:29,2023-03-04T19:26:29,26.2,30.3,23.1,27.2,80.7,13.6,46.5,9.5,100
Semenyih,5/3/2023,2023-03-05T07:22:11,2023-03-05T19:26:21,26.5,33.1,22.6,27.8,78.3,13,54.6,9.8,0
Semenyih,6/3/2023,2023-03-06T07:21:52,2023-03-06T19:26:12,26.6,31.9,22.2,27.9,76.9,10.3,44.2,9.7,0
Semenyih,7/3/2023,2023-03-07T07:21:34,2023-03-07T19:26:03,27.5,34,22.7,28.9,72.9,11.7,47.8,9.4,0
Semenyih,8/3/2023,2023-03-08T07:21:14,2023-03-08T19:25:53,28.2,32.9,24.6,30.2,71.3,10.5,50.8,10,0
Semenyih,9/3/2023,2023-03-09T07:20:55,2023-03-09T19:25:43,28.9,34.1,25.3,31.3,68.6,19.9,46.7,10,0
Semenyih,10/3/2023,2023-03-10T07:20:35,2023-03-10T19:25:32,28.3,33.5,25,30.6,71.7,12.4,55.5,10.1,100
Semenyih,11/3/2023,2023-03-11T07:20:15,2023-03-11T19:25:21,27.9,32.1,25,30,77.4,11.1,56.8,9.3,100
Semenyih,12/3/2023,2023-03-12T07:19:54,2023-03-12T19:25:10,27.1,32.8,24.3,29.3,84.7,9.3,54.4,9.3,100
Semenyih,13/3/2023,2023-03-13T07:19:33,2023-03-13T19:24:59,27.7,31.8,24.2,29.1,72,19.9,49.1,9.5,100
Semenyih,14/3/2023,2023-03-14T07:19:12,2023-03-14T19:24:48,28.1,32,24.6,29.4,66.3,13.6,55.4,10,0
Semenyih,15/3/2023,2023-03-15T07:18:50,2023-03-15T19:24:36,28.1,33.1,22.7,29.8,68.8,10.5,53.3,9.9,0
Semenyih,16/3/2023,2023-03-16T07:18:29,2023-03-16T19:24:24,28.7,33.8,24.7,31,67.4,16.9,53.1,9.8,0
Semenyih,17/3/2023,2023-03-17T07:18:07,2023-03-17T19:24:11,28.3,33.7,24.3,30.4,72.1,14.8,52.2,9.9,0
Semenyih,18/3/2023,2023-03-18T07:17:44,2023-03-18T19:23:59,28.3,34,23.6,30.9,74.8,9.9,47.7,10,100
Semenyih,19/3/2023,2023-03-19T07:17:22,2023-03-19T19:23:46,29,34.6,25.5,31.7,69.7,10.5,48.3,9.7,100
Semenyih,20/3/2023,2023-03-20T07:17:00,2023-03-20T19:23:34,28,32.8,24.7,31.1,79.1,9.9,58.5,9.6,100
Semenyih,21/3/2023,2023-03-21T07:16:37,2023-03-21T19:23:21,27,30.9,24.3,29.1,82.6,11.8,54,9.3,100
Semenyih,22/3/2023,2023-03-22T07:16:14,2023-03-22T19:23:08,28.5,33.2,25.2,31.7,79.1,9.9,50.6,9.4,0
Semenyih,23/3/2023,2023-03-23T07:15:51,2023-03-23T19:22:55,27.3,33.6,24.8,29.3,83.7,13.6,51.4,8.8,100
Semenyih,24/3/2023,2023-03-24T07:15:28,2023-03-24T19:22:42,27.4,33.5,24.4,29.6,84.5,21,59.9,8.5,100
Semenyih,25/3/2023,2023-03-25T07:15:05,2023-03-25T19:22:28,25.9,28.2,24.3,26.6,91,9.4,58,8.2,100
Semenyih,26/3/2023,2023-03-26T07:14:42,2023-03-26T19:22:15,28,32.4,24.5,31.1,80,12.3,52.2,9.6,0
Semenyih,27/3/2023,2023-03-27T07:14:19,2023-03-27T19:22:02,28.5,32.2,26.3,33.1,81.3,9.9,53.7,9.9,0
Semenyih,28/3/2023,2023-03-28T07:13:56,2023-03-28T19:21:49,29,35.2,25.4,32.2,76.4,11.2,47.4,9.5,0
Semenyih,29/3/2023,2023-03-29T07:13:33,2023-03-29T19:21:36,28.8,34.4,24.3,31.9,74.1,11.1,49.5,9.6,100
Semenyih,30/3/2023,2023-03-30T07:13:10,2023-03-30T19:21:23,27.9,32.8,24.3,30.6,79.7,11.8,51.8,9.6,100
Semenyih,31/3/2023,2023-03-31T07:12:48,2023-03-31T19:21:10,27.4,32.6,24.2,29.9,82.5,9.7,50.6,9.4,0
Semenyih,1/4/2023,2023-04-01T07:12:25,2023-04-01T19:20:57,27.9,31.9,25,30.9,80.7,8.1,50.8,8.7,100
Semenyih,2/4/2023,2023-04-02T07:12:02,2023-04-02T19:20:44,27.8,32.3,24.5,30.9,80.8,9.1,58.2,9.7,100
Semenyih,3/4/2023,2023-04-03T07:11:40,2023-04-03T19:20:31,27,30.8,23.4,29.3,81.3,9.5,57.2,9.4,100
Semenyih,4/4/2023,2023-04-04T07:11:17,2023-04-04T19:20:18,28.8,34,25.3,31.4,74.1,15.7,50.8,10,0
Semenyih,5/4/2023,2023-04-05T07:10:55,2023-04-05T19:20:06,27.2,30.1,24.7,29.6,81.3,11.7,53,9.6,100
Semenyih,6/4/2023,2023-04-06T07:10:33,2023-04-06T19:19:54,28.1,33.1,23.4,31.2,77.2,14.1,51.9,9.8,0
Semenyih,7/4/2023,2023-04-07T07:10:11,2023-04-07T19:19:42,27.2,33,24,29.8,82.9,14.1,51.9,9.3,100
Semenyih,8/4/2023,2023-04-08T07:09:49,2023-04-08T19:19:30,26.4,33,23.1,28.4,85.6,21.7,56,8.8,0
Semenyih,9/4/2023,2023-04-09T07:09:28,2023-04-09T19:19:18,27.8,31.8,24.3,31.2,82.5,14.1,54.7,9.5,100
Semenyih,10/4/2023,2023-04-10T07:09:07,2023-04-10T19:19:07,28.5,33,24.9,31.6,77.4,11.8,53.6,9.2,100
Semenyih,11/4/2023,2023-04-11T07:08:46,2023-04-11T19:18:56,29.1,33.3,25.3,32.9,76.2,11.1,49.9,9.3,0
Semenyih,12/4/2023,2023-04-12T07:08:26,2023-04-12T19:18:45,29.3,33.6,25.4,34.1,78.3,13.9,50.1,9,100
Semenyih,13/4/2023,2023-04-13T07:08:05,2023-04-13T19:18:34,29.4,33.9,26.3,34.8,79.5,13,53,7.9,0
Semenyih,14/4/2023,2023-04-14T07:07:46,2023-04-14T19:18:24,29,33.8,26,33.5,78.5,13.7,52.4,9.4,0
Semenyih,15/4/2023,2023-04-15T07:07:26,2023-04-15T19:18:14,29,32.9,25.5,33.8,79.6,12.9,52.3,8.7,0
Semenyih,16/4/2023,2023-04-16T07:07:07,2023-04-16T19:18:04,29.1,34.9,25.3,33.1,76.3,19.2,55.6,9,100
Semenyih,17/4/2023,2023-04-17T07:06:48,2023-04-17T19:17:55,28.3,34,24.7,32,80.7,12.3,53.3,8.3,100
Semenyih,18/4/2023,2023-04-18T07:06:30,2023-04-18T19:17:46,28.8,34.2,25.8,32.4,78.3,12.3,50.9,8.7,0
Semenyih,19/4/2023,2023-04-19T07:06:12,2023-04-19T19:17:38,28.6,32.8,25.8,32.3,80.1,9.9,51.3,8,0
Semenyih,20/4/2023,2023-04-20T07:05:54,2023-04-20T19:17:30,27.3,30.3,25.1,29.9,85.4,7.6,52,7.2,0
Semenyih,21/4/2023,2023-04-21T07:05:37,2023-04-21T19:17:22,28.4,33.3,24.9,31.7,79.7,13.5,52.9,8.1,100
Semenyih,22/4/2023,2023-04-22T07:05:20,2023-04-22T19:17:14,28,33.3,25.2,30.9,80.1,13,52.4,9.3,100
Semenyih,23/4/2023,2023-04-23T07:05:04,2023-04-23T19:17:07,28.4,33.4,25.3,32.3,82.3,10,47,8.9,100
Semenyih,24/4/2023,2023-04-24T07:04:49,2023-04-24T19:17:01,28.4,33,25.6,31.6,79,10,50.4,9.6,100
Semenyih,25/4/2023,2023-04-25T07:04:33,2023-04-25T19:16:55,27.4,33.8,24,29.9,84.4,14.7,44.9,9.3,100
Semenyih,26/4/2023,2023-04-26T07:04:19,2023-04-26T19:16:49,27.9,33,24.3,30.9,83.7,8.8,56.8,9,0
Semenyih,27/4/2023,2023-04-27T07:04:05,2023-04-27T19:16:44,27.5,34.3,25.1,29.7,86.1,13,53.2,9.1,100
Semenyih,28/4/2023,2023-04-28T07:03:51,2023-04-28T19:16:39,27.1,32.9,25,28.9,88,6.7,52.1,8.7,100
Semenyih,29/4/2023,2023-04-29T07:03:38,2023-04-29T19:16:35,27.1,33.3,24.7,29.2,86.9,16.6,45.5,8.6,100
Semenyih,30/4/2023,2023-04-30T07:03:25,2023-04-30T19:16:31,27.1,32.2,24.8,29.1,87.2,11.1,56,8.7,100
Semenyih,1/5/2023,2023-05-01T07:03:13,2023-05-01T19:16:28,28.2,34,24.9,31.8,84.9,12.3,54.6,9.3,100
Semenyih,2/5/2023,2023-05-02T07:03:02,2023-05-02T19:16:25,28.6,33,25,33.1,82.5,8.7,49.9,9.4,0
Semenyih,3/5/2023,2023-05-03T07:02:51,2023-05-03T19:16:23,28.3,34.1,25,31.4,83,14.4,52.6,8.9,0
Semenyih,4/5/2023,2023-05-04T07:02:41,2023-05-04T19:16:21,28.2,33.2,25.2,32.1,83.7,11.1,47.4,9.3,100
Semenyih,5/5/2023,2023-05-05T07:02:31,2023-05-05T19:16:20,28.8,31.3,26.3,34.1,83.4,10.5,50.6,9,100
Semenyih,6/5/2023,2023-05-06T07:02:22,2023-05-06T19:16:19,28.6,31.7,26,33.3,83.5,15.4,55.1,9.5,100
Semenyih,7/5/2023,2023-05-07T07:02:14,2023-05-07T19:16:19,28.1,32.2,24.9,31.4,81.3,9.9,49.8,9.5,100
Semenyih,8/5/2023,2023-05-08T07:02:06,2023-05-08T19:16:19,29.3,33.4,25.7,33.1,74.6,11.1,51.4,10.2,0
Semenyih,9/5/2023,2023-05-09T07:01:59,2023-05-09T19:16:20,29.9,33.5,27.2,34.6,70.4,11.5,50.7,10.1,0
Semenyih,10/5/2023,2023-05-10T07:01:52,2023-05-10T19:16:21,29.6,33.3,26.3,34.1,74.8,8.7,48.3,10,0
Semenyih,11/5/2023,2023-05-11T07:01:46,2023-05-11T19:16:23,29.3,33.7,25.4,34.4,79.1,8.7,50.9,9.5,100
Semenyih,12/5/2023,2023-05-12T07:01:41,2023-05-12T19:16:25,29.6,34.8,26.3,35,80.4,13,49.2,9.6,0
Semenyih,13/5/2023,2023-05-13T07:01:36,2023-05-13T19:16:28,28.9,33.3,26,33.8,80.8,11.7,51.5,9.2,0
Semenyih,14/5/2023,2023-05-14T07:01:32,2023-05-14T19:16:31,28.6,34,26,31.7,79.5,16,43,9.7,100
Semenyih,15/5/2023,2023-05-15T07:01:29,2023-05-15T19:16:35,28,33,25,31.7,82.3,14.8,53,9.2,0
Semenyih,16/5/2023,2023-05-16T07:01:26,2023-05-16T19:16:39,29.3,33.3,25.6,33.2,75.6,9.4,44.4,9.7,100
Semenyih,17/5/2023,2023-05-17T07:01:24,2023-05-17T19:16:44,29.3,33.5,26.3,34.2,78.8,12.3,52.5,9.8,0
Semenyih,18/5/2023,2023-05-18T07:01:22,2023-05-18T19:16:49,28.7,32.3,25.3,33.2,79.4,14.1,53.2,9.6,0
Semenyih,19/5/2023,2023-05-19T07:01:22,2023-05-19T19:16:55,28.7,34.3,24.5,32.1,79.9,16.7,51,9.5,0
Semenyih,20/5/2023,2023-05-20T07:01:21,2023-05-20T19:17:01,28.7,33.8,25.2,32.5,79.7,13,52.3,9.6,100
Semenyih,21/5/2023,2023-05-21T07:01:22,2023-05-21T19:17:08,27.6,31.7,24,30.8,82.9,14.1,46.5,9.3,0
Semenyih,22/5/2023,2023-05-22T07:01:23,2023-05-22T19:17:15,28.8,33.3,24.8,32.5,77.2,14.7,51.3,9.9,100
Semenyih,23/5/2023,2023-05-23T07:01:24,2023-05-23T19:17:23,28.4,32,25.3,32.3,80.3,11.2,37.7,9.7,0
Semenyih,24/5/2023,2023-05-24T07:01:26,2023-05-24T19:17:31,29.3,33.3,25.2,34.2,79.1,10.3,50.1,9.6,0
Semenyih,25/5/2023,2023-05-25T07:01:29,2023-05-25T19:17:40,29.5,33.7,26.3,33.8,76.8,9.7,48.2,9.5,100
Semenyih,26/5/2023,2023-05-26T07:01:32,2023-05-26T19:17:48,28.1,31,26.3,32.3,82.9,11,46.9,9.6,100
Semenyih,27/5/2023,2023-05-27T07:01:36,2023-05-27T19:17:58,28.7,33.3,25,32.1,77.2,10.5,44.7,9,0
Semenyih,28/5/2023,2023-05-28T07:01:41,2023-05-28T19:18:07,29.4,33.7,26,33.4,75.5,12.3,43.2,9.8,0
Semenyih,29/5/2023,2023-05-29T07:01:46,2023-05-29T19:18:17,29.2,34.3,25.3,33.6,76.7,9.3,44.9,10,0
Semenyih,30/5/2023,2023-05-30T07:01:51,2023-05-30T19:18:28,29.8,34.6,25.6,33.6,73.3,10,44,9.9,0
Semenyih,31/5/2023,2023-05-31T07:01:57,2023-05-31T19:18:39,28.9,33.3,24.1,33.8,79.9,9.7,48.1,9.5,0
Semenyih,1/6/2023,2023-06-01T07:02:04,2023-06-01T19:18:50,28.6,31.3,26,33.4,81.8,10.2,44.6,9.6,100
Semenyih,2/6/2023,2023-06-02T07:02:11,2023-06-02T19:19:01,29.2,33.3,25.7,33.4,76.2,11.1,46.9,9.6,0
Semenyih,3/6/2023,2023-06-03T07:02:19,2023-06-03T19:19:13,29.5,33.4,25.5,34.7,77.4,11.1,48.1,9.9,0
Semenyih,4/6/2023,2023-06-04T07:02:27,2023-06-04T19:19:24,28,32.6,24.3,31.3,80.5,14.1,58.3,9.6,0
Semenyih,5/6/2023,2023-06-05T07:02:35,2023-06-05T19:19:37,28,32.1,25.2,31.2,80.7,12.3,53.3,9.7,100
Semenyih,6/6/2023,2023-06-06T07:02:44,2023-06-06T19:19:49,28.8,33,25.3,32,76.9,10.5,47.1,10.1,0
Semenyih,7/6/2023,2023-06-07T07:02:53,2023-06-07T19:20:02,28.3,31.9,24.7,32.2,80.4,15.4,51.7,9.5,100
Semenyih,8/6/2023,2023-06-08T07:03:03,2023-06-08T19:20:14,28.4,33.3,25.3,31.6,77.5,12.4,49.6,9.9,100
Semenyih,9/6/2023,2023-06-09T07:03:13,2023-06-09T19:20:27,28.9,32.2,26,33.5,78.8,21,53,9.9,100
Semenyih,10/6/2023,2023-06-10T07:03:23,2023-06-10T19:20:40,28.4,32.9,24.8,32.4,80.7,15.9,56.2,9.6,100
Semenyih,11/6/2023,2023-06-11T07:03:34,2023-06-11T19:20:54,29.1,33.3,25.7,33.3,77.4,16.6,52.8,9.8,0
Semenyih,12/6/2023,2023-06-12T07:03:45,2023-06-12T19:21:07,28.4,32.5,23.7,32,76.8,16.6,52.2,9.8,100
Semenyih,13/6/2023,2023-06-13T07:03:57,2023-06-13T19:21:20,29.5,33.1,26.3,34.3,75.3,20.4,51.9,10,0
Semenyih,14/6/2023,2023-06-14T07:04:08,2023-06-14T19:21:34,27.9,32.6,22.2,31.4,78.8,18.7,55,9.1,100
Semenyih,15/6/2023,2023-06-15T07:04:20,2023-06-15T19:21:47,28.7,33.3,25.3,31.8,77.4,10.5,45.1,9.7,100
Semenyih,16/6/2023,2023-06-16T07:04:32,2023-06-16T19:22:01,29.5,33.3,26.2,33.7,74,13,46.9,10.1,0
Semenyih,17/6/2023,2023-06-17T07:04:45,2023-06-17T19:22:14,29.3,33.1,25.3,33.2,74.9,9.9,45.9,9.9,0
Semenyih,18/6/2023,2023-06-18T07:04:57,2023-06-18T19:22:27,28,31.7,26.5,31.7,81,22.5,40.5,9.2,100
Semenyih,19/6/2023,2023-06-19T07:05:10,2023-06-19T19:22:41,29,33.5,25.3,32.7,77.8,10.5,37.5,8.9,0
Semenyih,20/6/2023,2023-06-20T07:05:23,2023-06-20T19:22:54,29.3,33.1,25.3,34,76.5,10.5,44.3,9.7,0
Semenyih,21/6/2023,2023-06-21T07:05:36,2023-06-21T19:23:07,28.7,33.3,25.3,33,80.5,12.4,42.1,9.2,100
Semenyih,22/6/2023,2023-06-22T07:05:49,2023-06-22T19:23:20,29,33.8,25.2,32.6,76.6,14.1,43.6,9.4,0
Semenyih,23/6/2023,2023-06-23T07:06:02,2023-06-23T19:23:33,28,31.3,26,32,82.1,10.5,47.8,9,100
Semenyih,24/6/2023,2023-06-24T07:06:15,2023-06-24T19:23:46,27.1,31,25,29.3,85.9,9.4,45.6,8.3,100
Semenyih,25/6/2023,2023-06-25T07:06:28,2023-06-25T19:23:58,28.3,33,25.3,31.2,80,16.7,38.9,8.4,0
Semenyih,26/6/2023,2023-06-26T07:06:41,2023-06-26T19:24:10,27.3,32.3,24.2,29.7,82.5,13.6,49.7,9.2,100
Semenyih,27/6/2023,2023-06-27T07:06:54,2023-06-27T19:24:22,28.5,34,24.3,31.9,77.9,14.7,42.3,9.1,100
Semenyih,28/6/2023,2023-06-28T07:07:07,2023-06-28T19:24:34,27.9,31.3,24.7,31.4,81.5,13.5,49.8,9.6,0
Semenyih,29/6/2023,2023-06-29T07:07:20,2023-06-29T19:24:46,28.5,32.7,25.2,32,79.9,7.8,46.4,9.5,100
Semenyih,30/6/2023,2023-06-30T07:07:33,2023-06-30T19:24:57,28.1,32,25.2,31.2,81.7,9.9,44.4,9.5,100
Semenyih,1/7/2023,2023-07-01T07:07:46,2023-07-01T19:25:07,27.7,32.1,24.3,30.9,82.7,10,54,9.4,100
Semenyih,2/7/2023,2023-07-02T07:07:59,2023-07-02T19:25:18,28.9,32,26.3,32.9,76.3,11.1,43.4,9.9,0
Semenyih,3/7/2023,2023-07-03T07:08:11,2023-07-03T19:25:28,29.1,31.9,26.5,34,78.6,10.9,49.8,9.6,0
Semenyih,4/7/2023,2023-07-04T07:08:24,2023-07-04T19:25:37,28.7,33.3,25.7,32.2,79.8,15.4,48.8,9.5,0
Semenyih,5/7/2023,2023-07-05T07:08:36,2023-07-05T19:25:47,27,32.3,24.1,29.5,86.1,17.2,53,8.9,100
Semenyih,6/7/2023,2023-07-06T07:08:48,2023-07-06T19:25:55,26.4,31.7,23.7,28.2,87.8,18,49.4,8.6,100
Semenyih,7/7/2023,2023-07-07T07:08:59,2023-07-07T19:26:04,26.4,31.3,24.8,28.1,87.6,9.4,45.1,8.7,100
Semenyih,8/7/2023,2023-07-08T07:09:10,2023-07-08T19:26:12,27.4,30.7,24.3,30.5,83.4,12.4,53.1,9,100
Semenyih,9/7/2023,2023-07-09T07:09:21,2023-07-09T19:26:19,27.5,31.9,24.8,30.1,82.1,8.2,50.3,9.2,100
Semenyih,10/7/2023,2023-07-10T07:09:32,2023-07-10T19:26:26,27.9,32.1,23.2,30.9,79.5,11.7,54.1,9.5,100
Semenyih,11/7/2023,2023-07-11T07:09:43,2023-07-11T19:26:32,27.4,31.5,24.3,30.1,82,9.7,51.9,9.5,100
Semenyih,12/7/2023,2023-07-12T07:09:53,2023-07-12T19:26:38,27.1,31,25.3,29.1,85.1,11,51.4,9.7,100
Semenyih,13/7/2023,2023-07-13T07:10:02,2023-07-13T19:26:43,27.9,31.8,24.6,30.9,80.5,11.2,50.7,9.5,100
Semenyih,14/7/2023,2023-07-14T07:10:12,2023-07-14T19:26:48,26.4,28.9,23.9,27.9,83.8,16,49.6,9.1,100
Semenyih,15/7/2023,2023-07-15T07:10:21,2023-07-15T19:26:52,27.9,32.6,23.9,30.2,76.9,11.1,49.5,10,100
Semenyih,16/7/2023,2023-07-16T07:10:29,2023-07-16T19:26:55,28.5,33.2,24.7,31.8,76.6,9.3,44.1,9.6,0
Semenyih,17/7/2023,2023-07-17T07:10:37,2023-07-17T19:26:58,28.5,32.3,26,32.5,79,8.8,52.6,9.7,0
Semenyih,18/7/2023,2023-07-18T07:10:45,2023-07-18T19:27:00,27.7,31.7,24.4,30.8,81.8,7.6,46.3,9.7,100
Semenyih,19/7/2023,2023-07-19T07:10:52,2023-07-19T19:27:02,26.6,30.5,25.1,28.1,87.1,9.9,55.9,9.1,100
Semenyih,20/7/2023,2023-07-20T07:10:59,2023-07-20T19:27:03,26,29.2,23,27.6,87,6.1,52.8,9,0
Semenyih,21/7/2023,2023-07-21T07:11:05,2023-07-21T19:27:03,28.7,32.3,25.9,31.7,76.6,11.1,47.9,9.6,100
Semenyih,22/7/2023,2023-07-22T07:11:11,2023-07-22T19:27:03,27.3,30.2,24.5,30.6,86,10.4,51.8,9.2,0
Semenyih,23/7/2023,2023-07-23T07:11:16,2023-07-23T19:27:02,26.9,28.8,25.3,29.1,88.5,8.8,48.9,8.8,100
Semenyih,24/7/2023,2023-07-24T07:11:21,2023-07-24T19:27:01,28.5,32.7,24.4,31.3,76.6,11.2,51.7,9.4,0
Semenyih,25/7/2023,2023-07-25T07:11:25,2023-07-25T19:26:58,28.9,33.2,25.4,32.3,75.1,11.2,46.6,9.9,0
Semenyih,26/7/2023,2023-07-26T07:11:29,2023-07-26T19:26:56,29.2,33,26.1,32.5,73.4,9.9,47.2,10,0
Semenyih,27/7/2023,2023-07-27T07:11:32,2023-07-27T19:26:52,28.8,32.5,26,32.5,77.7,9.9,45.1,9.8,0
Semenyih,28/7/2023,2023-07-28T07:11:35,2023-07-28T19:26:48,28.7,32.3,25.4,32.7,79.9,9.3,49.1,9.2,100
Semenyih,29/7/2023,2023-07-29T07:11:37,2023-07-29T19:26:43,28,30.3,26,32,84.3,10.5,47,8.7,100
Semenyih,30/7/2023,2023-07-30T07:11:38,2023-07-30T19:26:37,29.3,32.3,27,34.4,76.9,15.4,40.9,9.3,0
Semenyih,31/7/2023,2023-07-31T07:11:39,2023-07-31T19:26:31,29,31.9,27.1,33,72,16.6,44.7,9.9,100
Semenyih,1/8/2023,2023-08-01T07:11:40,2023-08-01T19:26:24,28.7,31.3,26.6,32.5,76.1,9.9,44.9,10,0
Semenyih,2/8/2023,2023-08-02T07:11:40,2023-08-02T19:26:17,29.3,34.3,25.6,32.1,71.1,9.7,44.6,9.9,0
Semenyih,3/8/2023,2023-08-03T07:11:39,2023-08-03T19:26:08,28.2,31.6,25.5,32.2,79.9,12.9,44.8,9.5,100
Semenyih,4/8/2023,2023-08-04T07:11:38,2023-08-04T19:26:00,28.8,32.3,25.6,33.4,80.1,15.9,49,9.8,0
Semenyih,5/8/2023,2023-08-05T07:11:36,2023-08-05T19:25:50,29.3,33.2,25.3,33.8,76.4,14.2,45.3,9.7,0
Semenyih,6/8/2023,2023-08-06T07:11:34,2023-08-06T19:25:40,28.5,32.4,25.3,32.3,78.9,12.3,50.2,9.8,100
Semenyih,7/8/2023,2023-08-07T07:11:31,2023-08-07T19:25:29,28,31.7,25,31.5,80.6,9.8,42.4,9.5,100
Semenyih,8/8/2023,2023-08-08T07:11:28,2023-08-08T19:25:17,27.4,31.3,25.3,29.9,84.5,12.3,46.1,8.7,100
Semenyih,9/8/2023,2023-08-09T07:11:24,2023-08-09T19:25:05,28,33.1,24,31.4,82.4,12.2,45.4,9.3,100
Semenyih,10/8/2023,2023-08-10T07:11:20,2023-08-10T19:24:53,27.4,31.3,23.6,30.2,81.8,9.9,55,9.1,0
Semenyih,11/8/2023,2023-08-11T07:11:15,2023-08-11T19:24:39,27.8,31.2,24.9,30.7,81.3,12.3,45.3,9.5,0
Semenyih,12/8/2023,2023-08-12T07:11:09,2023-08-12T19:24:25,27.3,30,24.3,29.6,84,10.5,50.1,8.9,100
Semenyih,13/8/2023,2023-08-13T07:11:03,2023-08-13T19:24:11,27.7,30.4,25,31.2,84.3,8.7,54.5,9.3,100
